authority_text,nrows,removed,added
sec. 15(c) of the Securities Exchange Act of 1934,2,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 112(k),2,"('act_relative', None, None, None)","('other', None, None, None)"
"2277a-7, 2277a-10)",2,"('usc', 12, '2277a-10', None) | ('usc', 12, '2277a-7', None)","('other', None, None, None)"
Clean Air Act secs 110 and 172,2,"('act_relative', None, None, None)","('other', None, None, None)"
CAA Sections 129 and 111(d),2,"('act_relative', None, None, None)","('other', None, None, None)"
306,2,"('act_relative', None, None, None)","('other', None, None, None)"
307,2,"('act_relative', None, None, None)","('other', None, None, None)"
of the Debt Collection Improvement Act of 1996,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1817(i) and 1871 of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
secs 1102 and 1811 of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1833(i)(2)",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Section 1502 of the Elementary and Secondary Education Act of 1965 (ESEA), as amended by the No Child Left Behind Act of 2001",2,"('act_relative', None, None, None)","('other', None, None, None)"
Pub. L.110 to 181,2,"('public_law', None, None, None)","('other', None, None, None)"
Secs. 1881(b)(1) and 1882(d)(3) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec.1888(e)(4)(G)(i) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
CAA Section 111,2,"('act_relative', None, None, None)","('other', None, None, None)"
Section 1128A(a)(5) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
secs 452(f) and 466(a)(19) of the Social Security Act (Act),2,"('act_relative', None, None, None)","('other', None, None, None)"
"Fish and Wildlife Act of 1956, USC 742a to j",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 2104(f)",2,"('act_relative', None, None, None)","('other', None, None, None)"
Rehabilitation Act of 1973,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 10302(a) of SAFETEA-LU,2,"('act_relative', None, None, None)","('other', None, None, None)"
"Sec. 4(f) of the Fair Labor Standards Act of 1938, as amended",2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 2107 (b)(1) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
1282,2,"('usc', 8, '1282', None)","('other', None, None, None)"
as amended by title VII of the Dodd-Frank Wall Street Reform and Consumer Protection Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"""CWA 311(d)(2)""",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 2104(e)",2,"('act_relative', None, None, None)","('other', None, None, None)"
"""CAA 211""",2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1905 (a) (12) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1927 of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1905(a)(13) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
1158,2,"('usc', 8, '1158', None)","('other', None, None, None)"
sec 1128a of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA 505,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 2455,2,"('public_law', None, None, None)","('other', None, None, None)"
Section 1923(a)(2)(D)of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 340E PHSA,2,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 202(m),2,"('act_relative', None, None, None)","('other', None, None, None)"
Pub. L. 104 to 134,2,"('public_law', None, None, None)","('other', None, None, None)"
Bipartisan Budget Act of 2015 sec 812,2,"('act_relative', None, None, None)","('other', None, None, None)"
CWA 302,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1903 (a) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"sec 2115 of the Public Health Service Act, 42 USC, 300aa-15",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 203",2,"('act_relative', None, None, None)","('other', None, None, None)"
CWA 501(a) and 501(e),2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 725(c) and (d),2,"('public_law', None, None, None)","('other', None, None, None)"
Clean Air Act section 183,2,"('act_relative', None, None, None)","('other', None, None, None)"
"Section 9302 of Elementary and Secondary Education Act, as amended",2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1903 (i) (10) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"BIPA, sec 601 to 605",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1818A (d)(2)",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1865(b)",2,"('act_relative', None, None, None)","('other', None, None, None)"
"""CWA Section 402""",2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 303(c) of the MMA 2003,2,"('act_relative', None, None, None)","('other', None, None, None)"
6926,2,"('usc', 42, '6926', None)","('other', None, None, None)"
"BIPA, sec 619",2,"('act_relative', None, None, None)","('other', None, None, None)"
Bipartisan Budget Act of 2015 sec 831,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 2705 of the Public Health Service Act (as amended by the Mental Health Parity Act of 1996),2,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA 8,2,"('act_relative', None, None, None)","('other', None, None, None)"
Defense Production Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Water Act sec 402(b)(8),2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1832(a)(2)(F)",2,"('act_relative', None, None, None)","('other', None, None, None)"
"sec 307 PL 112 to 213, The Coast Guard and Maritime Transportation Act 2012",2,"('act_relative', None, None, None)","('other', None, None, None)"
Bipartisan Budget Act of 2015 sec 813,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 107(d) of the CAA,2,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 164,2,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA sec. 502(a)(5),2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 3041,2,"('public_law', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1834 (a)(1)(6)",2,"('act_relative', None, None, None)","('other', None, None, None)"
FAA Reauthorization Act of 2024,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 1102 of the SSA,2,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1923(f)(3)",2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1834 (e) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006 to 5024 (Repealed Oct. 12, 1984 as to offenses committed after that date)",2,"('usc', 18, '1984', None)",""
"Section 112, Clean Air Act",2,"('act_relative', None, None, None)","('other', None, None, None)"
Pollution Prevention Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
1818(q),2,"('usc', 12, '1818', None)","('other', None, None, None)"
sec 1833(i) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
"Federal Insecticide, Fungicide, and Rodenticide Act",2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1815 of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 408 and 946 of the MMA of 2003,2,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 407,2,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 110 and 172,2,"('act_relative', None, None, None)","('other', None, None, None)"
Section 4(b) of the Steel Trade Liberalization Program Implementation Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 2104 (e) & (f) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
Atomic Energy Act of 1954 sec 274(h),2,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA section 4010,2,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 165,2,"('act_relative', None, None, None)","('other', None, None, None)"
FIFRA sec. 25(a) and 25(b),2,"('act_relative', None, None, None)","('other', None, None, None)"
MMA secs 629 and 811,2,"('act_relative', None, None, None)","('other', None, None, None)"
"""CWA Section 301""",2,"('act_relative', None, None, None)","('other', None, None, None)"
"46 app USC 802, 803, 808, 835, 839, 841a, 114(b), 1195",2,"","('usc', 46, '114', None) | ('usc', 46, '1195', None) | ('usc', 46, '803', None) | ('usc', 46, '808', None) | ('usc', 46, '835', None) | ('usc', 46, '839', None) | ('usc', 46, '841a', None)"
sec 1311,2,"('public_law', None, None, None)","('other', None, None, None)"
1334,2,"('public_law', None, None, None)","('other', None, None, None)"
Sec. 202 of the TWWIIA of 1999,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec.1819(d)(4)(B) and 1919 (d)(4)(B) of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
section 1316 and 1317 of MAP-21 (PL 112 to 141),2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 727,2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 735(b),2,"('public_law', None, None, None)","('other', None, None, None)"
Clean Air Act sec 112(k),2,"('act_relative', None, None, None)","('other', None, None, None)"
"BIPA, sec 613",2,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1102,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 13622 of OBRA '93,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1881 of the Social Security Act,2,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 163,2,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 32 of the Agricultural Adjustment Act of 1935,2,"('act_relative', None, None, None)","('other', None, None, None)"
"BIPA, sec 601 to 608",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Medicare Prescription Drug, Improvement and Modernization Act of 2003",2,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1905(h)",1,"('act_relative', None, None, None)","('other', None, None, None)"
"SSA, Sec. 1171 to 1179",1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1902(a)(30)",1,"('act_relative', None, None, None)","('other', None, None, None)"
section 1302 of the Foreign Relations Authorization Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
2154,1,"('usc', 12, '2154', None)","('other', None, None, None)"
"Clean Air Act, sec 114(a)(3) and 504(b)",1,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA Sec 1447,1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act section 176(c),1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Water Act sec 405(f),1,"('act_relative', None, None, None)","('other', None, None, None)"
"Marine Protection, Research, and Sanctuaries Act sec 2 et seq",1,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 3007,1,"('act_relative', None, None, None)","('other', None, None, None)"
Sections 114 of the Clean Air Act as amended,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Federal Food, Drug, and Cosmetic Act sec 408",1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act Amendments of 1990 sec 114(a)(3),1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 301(a) of the Clean Air Act as amended,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, title I",1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 302(j) of the Clean Air Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAAA sec 301(a)(1),1,"('act_relative', None, None, None)","('other', None, None, None)"
